公司,名稱,宣告%,matched_date,matched_name,matched_rate,matched_stage,114_9
第一金,金多樂,2.75,2025/10,第一金人壽金多樂利率變動型終身壽險,2.75,1,
第一金,金多樂,2.75,2025/10,第一金人壽金多樂利率變動型終身壽險,2.75,1,
第一金,金多樂,2.75,2025/10,第一金人壽金多樂利率變動型終身壽險,2.75,1,
第一金,美金樂樂,4.2,2025/10,第一金人壽美金樂樂美元利率變動型終身壽險,4.2,1,
第一金,美金樂樂,4.2,2025/10,第一金人壽美金樂樂美元利率變動型終身壽險,4.2,1,
第一金,金盈寶,2.35,2025/10,第一金人壽金盈寶利率變動型終身壽險,2.35,1,
第一金,美金發發,4.2,2025/10,第一金人壽美金發發美元利率變動型終身壽險,4.2,1,
第一金,第一美盛,4.25,2025/10,第一金人壽第一美盛美元利率變動型終身壽險,4.25,1,
第一金,第一美盛,4.25,2025/10,第一金人壽第一美盛美元利率變動型終身壽險,4.25,1,
第一金,第一美盛,4.25,2025/10,第一金人壽第一美盛美元利率變動型終身壽險,4.25,1,
第一金,第一美富,4.25,2025/10,第一金人壽第一美富美元利率變動型終身壽險,4.25,1,
第一金,第一傳富,2.75,2025/10,第一金人壽第一傳富利率變動型終身壽險,2.75,1,
第一金,第一豐盛,2.75,2025/10,第一金人壽第一豐盛利率變動型終身壽險,2.75,1,
第一金,第一豐盛,2.75,2025/10,第一金人壽第一豐盛利率變動型終身壽險,2.75,1,
第一金,第一豐盛,2.75,2025/10,第一金人壽第一豐盛利率變動型終身壽險,2.75,1,
第一金,美樂悠,4,2025/10,第一金人壽美樂悠美元利率變動型還本終身保險,4.0,1,
第一金,美樂鑫,4.15,2025/10,第一金人壽美樂鑫美元利率變動型還本終身保險,4.15,1,
第一金,美樂鑫,4.15,2025/10,第一金人壽美樂鑫美元利率變動型還本終身保險,4.15,1,
第一金,美樂沛,4,2025/10,第一金人壽美樂沛美元利率變動型還本終身保險,4.0,1,
第一金,金安穩,2.3,2025/10,第一金人壽金安穩利率變動型終身保險,2.3,1,
第一金,金安穩,2.3,2025/10,第一金人壽金安穩利率變動型終身保險,2.3,1,
第一金,金安穩,2.3,2025/10,第一金人壽金安穩利率變動型終身保險,2.3,1,
第一金,金鑽利,2.55,2025/10,第一金人壽金鑽利率變動型終身壽險,2.55,1,
第一金,金鑽利,2.55,2025/10,第一金人壽鑫金鑽利率變動型終身壽險,2.55,1,
第一金,美金樂樂,4.2,2025/10,第一金人壽美金樂樂美元利率變動型終身壽險,4.2,1,
第一金,金豪旺,2.75,2025/10,第一金人壽金豪旺利率變動型終身壽險,2.75,1,
第一金,美世傳富,4.05,2025/10,第一金人壽美世傳富美元利率變動型終身壽險,4.05,1,
第一金,美世傳富,4.05,2025/10,第一金人壽美世傳富美元利率變動型終身壽險,4.05,1,
第一金,美樂佳,4.05,2025/10,第一金人壽美樂佳美元利率變動型終身壽險,4.05,1,
第一金,美樂佳,4.05,2025/10,第一金人壽美樂佳美元利率變動型終身壽險,4.05,1,
第一金,美樂帝,4.05,2025/10,第一金人壽美樂帝美元利率變動型終身壽險,4.05,1,
第一金,美樂帝,4.05,2025/10,第一金人壽美樂帝美元利率變動型終身壽險,4.05,1,
第一金,富貴美美,4.05,2025/10,第一金人壽富貴美美美元利率變動型終身壽險,4.05,1,
第一金,金給利,2.35,2025/10,第一金人壽金給利利率變動型還本終身保險,2.35,1,
第一金,美勝傳家,4.25,2025/10,第一金人壽美勝傳家美元利率變動型終身壽險,4.25,1,
凱基,富貴傳家,5.6,,,,0,
凱基,富貴傳家,5.6,,,,0,
凱基,愛分享,3.5,,,,0,
凱基,繽分樂,5.6,,,,0,
凱基,愛分享,3.5,,,,0,
凱基,金美滿,2.85,2025/10,凱基人壽金美滿外幣利率變動型年金保險（美元）,2.85,1,
凱基,天天有利,2.48,2025/10,凱基人壽天天有利利率變動型終身壽險－定期給付型,2.48,1,
凱基,天天有利,2.48,2025/10,凱基人壽天天有利利率變動型終身壽險－定期給付型,2.48,1,
凱基,享美金,4.2,2025/10,凱基人壽享美金美元利率變動型終身壽險－定期給付型,4.2,1,
凱基,享美金,4.2,2025/10,凱基人壽享美金美元利率變動型終身壽險－定期給付型,4.2,1,
凱基,澳氣十足,4.15,2025/10,凱基人壽澳氣十足澳幣利率變動型養老保險－定期給付型,4.15,1,
凱基,鑫旺來,2.75,2025/10,凱基人壽鑫旺來利率變動型終身壽險－定期給付型,2.75,1,
凱基,鑫旺來,2.75,2025/10,凱基人壽鑫旺來利率變動型終身壽險－定期給付型,2.75,1,
凱基,鑫澳富,2.6,2025/10,凱基人壽鑫澳富外幣利率變動型終身壽險（澳幣）,2.6,1,
凱基,大富人生,2.6,2025/10,凱基人壽大富人生利率變動型終身壽險－定期給付型,2.5,1,
凱基,心保倍,4,2025/10,凱基人壽心保倍美元利率變動型終身壽險－定期給付型,4.0,1,
凱基,心保倍,4,2025/10,凱基人壽心保倍美元利率變動型終身壽險－定期給付型,4.0,1,
凱基,世紀傳家,4.2,2025/10,凱基人壽世紀傳家美元利率變動型終身壽險－定期給付型,4.2,1,
凱基,世紀傳家,4.2,2025/10,凱基人壽世紀傳家美元利率變動型終身壽險－定期給付型,4.2,1,
凱基,民利旺,3,2025/10,凱基人壽民利旺人民幣利率變動型終身壽險－定期給付型,3.0,1,
凱基,民利旺,3,2025/10,凱基人壽民利旺人民幣利率變動型終身壽險－定期給付型,3.0,1,
凱基,全家福,2.52,2025/10,凱基人壽全家福利率變動型終身壽險－定期給付型,2.52,1,
凱基,全家福,2.52,2025/10,凱基人壽全家福利率變動型終身壽險－定期給付型,2.52,1,
凱基,全家福,2.52,2025/10,凱基人壽全家福利率變動型終身壽險－定期給付型,2.52,1,
凱基,美心傳承,3.9,2025/10,凱基人壽美心傳承美元利率變動型終身壽險－定期給付型,3.9,1,
凱基,基業長鴻,4.2,2025/10,凱基人壽基業長鴻美元利率變動型終身壽險－定期給付型,4.2,1,
凱基,基業長鴻,4.2,2025/10,凱基人壽基業長鴻美元利率變動型終身壽險－定期給付型,4.2,1,
凱基,基業長鴻,4.2,2025/10,凱基人壽基業長鴻美元利率變動型終身壽險－定期給付型,4.2,1,
凱基,傳承守富,4,2025/10,凱基人壽傳承守富美元利率變動型終身壽險－定期給付型,4.0,1,
凱基,傳承守富,4,2025/10,凱基人壽傳承守富美元利率變動型終身壽險－定期給付型,4.0,1,
凱基,龍保倍,4,2025/10,凱基人壽龍保倍美元利率變動型終身壽險－定期給付型,4.0,1,
凱基,龍保倍,4,2025/10,凱基人壽龍保倍美元利率變動型終身壽險－定期給付型,4.0,1,
凱基,鑫安利得,2.2,2025/10,凱基人壽鑫安利得利率變動型終身壽險－定期給付型,2.2,1,
凱基,鑫安利得,2.2,2025/10,凱基人壽鑫安利得利率變動型終身壽險－定期給付型,2.2,1,
凱基,鑫安利得,2.2,2025/10,凱基人壽鑫安利得利率變動型終身壽險－定期給付型,2.2,1,
凱基,鑫利567,2.1,2025/10,凱基人壽鑫利567利率變動型終身壽險－定期給付型,2.1,1,
凱基,鑫利567,2.1,2025/10,凱基人壽鑫利567利率變動型終身壽險－定期給付型,2.1,1,
凱基,鑫利567,2.1,2025/10,凱基人壽鑫利567利率變動型終身壽險－定期給付型,2.1,1,
凱基,鑫利567,2.1,2025/10,凱基人壽鑫利567利率變動型終身壽險－定期給付型,2.1,1,
凱基,天天開鑫,2.48,2025/10,凱基人壽天天開鑫利率變動型終身保險－定期給付型,2.48,1,
凱基,天天開鑫,2.48,2025/10,凱基人壽天天開鑫利率變動型終身保險－定期給付型,2.48,1,
凱基,享富年年,3.7,2025/10,凱基人壽享富年年美元利率變動型終身保險－定期給付型,3.7,1,
凱基,享富年年,3.7,2025/10,凱基人壽享富年年美元利率變動型終身保險－定期給付型,3.7,1,
凱基,美利固,-,,,,0,
凱基,美利固,-,,,,0,
富邦,紅運長樂,3.5,,,,0,
富邦,紅運長樂,3.5,,,,0,
富邦,紅運長樂,3.5,,,,0,
富邦,美紅大吉,5.5,,,,0,
富邦,美富紅運,5.5,,,,0,
富邦,美富紅運,5.5,,,,0,
富邦,月月紅富,3.5,,,,0,
富邦,紅旺年年,3.5,,,,0,
富邦,紅運多多,3.5,,,,0,
富邦,紅運年代,3.5,,,,0,
富邦,紅運年代,3.5,,,,0,
富邦,紅運滿滿,5.5,,,,0,
富邦,紅運滿滿,5.5,,,,0,
富邦,紅運優,5.5,,,,0,
富邦,紅運優,5.5,,,,0,
富邦,美年紅旺,5.5,,,,0,
富邦,美年紅旺,5.5,,,,0,
富邦,富貴長紅,3.5,,,,0,
富邦,活利優退,2.45,,,,0,
富邦,活利優退,2.45,,,,0,
富邦,美富優退,5.5,,,,0,
富邦,美富優退,5.5,,,,0,
富邦,享美鑫即期年金,3.6,,,,0,
富邦,鑫樂悠即期年金,2.2,,,,0,
富邦,加美利,3.25,2025/10,富邦人壽加美利外幣利率變動型增額終身壽險,3.25,1,
富邦,吉利好運,2.3,2025/10,富邦人壽吉利好運利率變動型增額終身壽險,2.3,1,
富邦,珍吉利,2.35,2025/10,富邦人壽珍吉利利率變動型增額終身壽險,2.35,1,
富邦,珍吉利,2.35,2025/10,富邦人壽珍吉利利率變動型增額終身壽險,2.35,1,
富邦,珍給利,2.35,2025/10,富邦人壽珍給利利率變動型增額終身壽險,2.35,1,
富邦,美利大運,4.25,2025/10,富邦人壽美利大運外幣利率變動型終身壽險,4.25,1,
富邦,美利大運,4.25,2025/10,富邦人壽美利大運外幣利率變動型終身壽險,4.25,1,
富邦,美利大運,4.25,2025/10,富邦人壽美利大運外幣利率變動型終身壽險,4.25,1,
富邦,美利好運,3.85,2025/10,富邦人壽美利好運外幣利率變動型終身壽險,3.85,1,
富邦,美滿鑽,3.7,2025/10,富邦人壽美滿鑽外幣利率變動型增額終身壽險,3.7,1,
富邦,富澳利,2.85,2025/10,富邦人壽富澳利外幣利率變動型增額終身壽險,2.85,1,
富邦,富澳利,2.85,2025/10,富邦人壽智富澳利外幣利率變動型終身壽險,2.85,1,
富邦,圓滿鑽,2.45,2025/10,富邦人壽圓滿鑽利率變動型增額終身壽險,2.45,1,
富邦,新吉好利,2.3,2025/10,富邦人壽新吉好利利率變動型增額終身壽險,2.3,1,
富邦,新吉好利,2.3,2025/10,富邦人壽新吉好利利率變動型增額終身壽險,2.3,1,
富邦,新吉好利,2.3,2025/10,富邦人壽新吉好利利率變動型增額終身壽險,2.3,1,
富邦,美利大吉,3.85,2025/10,富邦人壽美利大吉外幣利率變動型終身壽險,3.85,1,
富邦,美利大發,4,2025/10,富邦人壽美利大發外幣利率變動型終身壽險,4.0,1,
富邦,美滿世代,3.85,2025/10,富邦人壽美滿世代外幣利率變動型終身壽險,3.85,1,
富邦,富民利,2.7,2025/10,富邦人壽富民利外幣利率變動型增額終身壽險,2.7,1,
富邦,富利傳家,2.45,2025/10,富邦人壽富利傳家利率變動型終身壽險,2.45,1,
富邦,富利傳家,2.45,2025/10,富邦人壽富利傳家利率變動型終身壽險,2.45,1,
富邦,富享世代,2.35,2025/10,富邦人壽富享世代利率變動型終身壽險,2.35,1,
富邦,智富美家,4,2025/10,富邦人壽智富美家外幣利率變動型終身壽險,4.0,1,
富邦,智富美家,4,2025/10,富邦人壽智富美家外幣利率變動型終身壽險,4.0,1,
富邦,順順美利,4.05,2025/10,富邦人壽順順美利外幣利率變動型終身壽險,4.05,1,
富邦,順順美利,4.05,2025/10,富邦人壽順順美利外幣利率變動型終身壽險,4.05,1,
富邦,順順美利,4.05,2025/10,富邦人壽順順美利外幣利率變動型終身壽險,4.05,1,
富邦,月月吉利,2.35,2025/10,富邦人壽月月吉利利率變動型還本終身保險,2.35,1,
富邦,吉鑽利,2.3,2025/10,富邦人壽吉鑽利利率變動型還本終身保險,2.3,1,
富邦,吉鑽利,2.3,2025/10,富邦人壽富吉鑽利率變動型增額養老保險,2.25,1,
富邦,年年美利,3.25,2025/10,富邦人壽年年美利外幣利率變動型增額終身保險,3.25,1,
富邦,金美鑽,3.35,2025/10,富邦人壽金美鑽外幣利率變動型終身保險,3.35,1,
富邦,金美鑽,3.35,2025/10,富邦人壽金美鑽外幣利率變動型終身保險,3.35,1,
富邦,金鑽豐利,2.3,2025/10,富邦人壽金鑽豐利利率變動型還本終身保險,2.3,1,
富邦,豐盛年年,2.45,2025/10,富邦人壽豐盛年年利率變動型終身保險,2.45,1,
富邦,美年優退,3.6,2025/10,富邦人壽美年優退外幣利率變動型養老保險,3.6,1,
富邦,美年優退,3.6,2025/10,富邦人壽美年優退外幣利率變動型養老保險,3.6,1,
富邦,美滿富,5.5,2025/10,富邦人壽美滿富貴外幣利率變動型增額終身壽險,3.05,1,
富邦,美滿富,5.5,2025/10,富邦人壽美滿富貴外幣利率變動型增額終身壽險,3.05,1,
富邦,美滿富,5.5,2025/10,富邦人壽美滿富貴外幣利率變動型增額終身壽險,3.05,1,
富邦,美好利,3.8,2025/10,富邦人壽美好利外幣利率變動型增額終身壽險,3.8,1,
富邦,美好利,3.8,2025/10,富邦人壽美好利外幣利率變動型增額終身壽險,3.8,1,
富邦,美好利,3.8,2025/10,富邦人壽美好利外幣利率變動型增額終身壽險,3.8,1,
新光,尚美得,4.15,2025/10,尚美得外幣利率變動型終身壽險（定期給付型）,4.15,2,
新光,金福保,2.7,2025/10,金福保利率變動型終身壽險（定期給付型）,2.7,2,
新光,美鑽長青,4.2,2025/10,美鑽長青外幣利率變動型終身壽險（定期給付型）,4.2,2,
新光,美鑽長青,4.2,2025/10,美鑽長青外幣利率變動型終身壽險（定期給付型）,4.2,2,
新光,美鑽傳家,4.2,2025/10,美鑽傳家外幣利率變動型終身壽險（定期給付型）,4.2,2,
新光,鑫好傳家,2.55,2025/10,鑫好傳家利率變動型終身壽險（定期給付型）,2.55,2,
新光,鑫好傳家,2.55,2025/10,鑫好傳家利率變動型終身壽險（定期給付型）,2.55,2,
新光,鑫好傳家,2.55,2025/10,鑫好傳家利率變動型終身壽險（定期給付型）,2.55,2,
新光,尚好利,2.7,2025/10,尚好利利率變動型終身壽險（定期給付型）,2.7,2,
新光,尚好利,2.7,2025/10,尚好利利率變動型終身壽險（定期給付型）,2.7,2,
新光,尚好佳,2.7,2025/10,尚好佳利率變動型終身壽險（定期給付型）,2.7,2,
新光,尚好佳,2.7,2025/10,尚好佳利率變動型終身壽險（定期給付型）,2.7,2,
新光,尚有利,2.6,2025/10,尚有利利率變動型養老保險（定期給付型）,2.6,2,
新光,尚有利,2.6,2025/10,尚有利利率變動型養老保險（定期給付型）,2.6,2,
新光,尚利high,2.72,2025/10,尚利high利率變動型終身壽險（定期給付型）,2.72,2,
新光,尚利high,2.72,2025/10,尚利high利率變動型終身壽險（定期給付型）,2.72,2,
新光,金佳鑽,2.5,2025/10,金佳鑽利率變動型終身壽險（定期給付型）,2.5,2,
新光,金佳鑽,2.5,2025/10,金佳鑽利率變動型終身壽險（定期給付型）,2.5,2,
新光,美尚美,4.05,2025/10,美尚美外幣利率變動型終身壽險（定期給付型）,4.05,2,
新光,美尚美,4.05,2025/10,美尚美外幣利率變動型終身壽險（定期給付型）,4.05,2,
新光,美創富,4.15,2025/10,美創富外幣利率變動型終身壽險（定期給付型）,4.15,2,
新光,美創富,4.15,2025/10,美創富外幣利率變動型終身壽險（定期給付型）,4.15,2,
新光,美傳家,4.25,2025/10,吉美傳家利率變動型美元終身壽險,4.3,2,
新光,美傳家,4.25,2025/10,多美傳家利率變動型美元終身保險,4.3,2,
新光,美傳家,4.25,2025/10,美傳家外幣利率變動型終身壽險（定期給付型）,4.25,2,
新光,美傳家,4.25,2025/10,吉美傳家利率變動型美元終身壽險,4.3,2,
新光,美傳家,4.25,2025/10,多美傳家利率變動型美元終身保險,4.3,2,
新光,美傳家,4.25,2025/10,美傳家外幣利率變動型終身壽險（定期給付型）,4.25,2,
新光,家利high,2.72,2025/10,家利high利率變動型終身壽險（定期給付型）,2.72,2,
新光,家利high,2.72,2025/10,家利high利率變動型終身壽險（定期給付型）,2.72,2,
新光,添添富貴,2.55,2025/10,添添富貴利率變動型終身壽險（定期給付型）,2.55,2,
新光,添添富貴,2.55,2025/10,添添富貴利率變動型終身壽險（定期給付型）,2.55,2,
新光,添添富貴,2.55,2025/10,添添富貴利率變動型終身壽險（定期給付型）,2.55,2,
新光,澳富多喜,3.25,2025/10,澳富多喜外幣利率變動型終身壽險（定期給付型）,3.25,2,
新光,澳富利,3.25,2025/10,澳富利外幣利率變動型終身壽險（定期給付型）,3.25,2,
新光,永康傳家,2.5,2025/10,永康傳家利率變動型終身壽險（定期給付型）,2.5,2,
新光,金好佳,2.7,2025/10,金好佳利率變動型終身壽險（定期給付型）,2.7,2,
新光,金好佳,2.7,2025/10,金好佳利率變動型終身壽險（定期給付型）,2.7,2,
新光,金好旺,2.7,2025/10,金好旺利率變動型終身壽險（定期給付型）,2.7,2,
新光,金好旺,2.7,2025/10,金好旺利率變動型終身壽險（定期給付型）,2.7,2,
新光,金來保,2.7,2025/10,金來保利率變動型終身壽險（定期給付型）,2.7,2,
新光,金來保,2.7,2025/10,金來保利率變動型終身壽險（定期給付型）,2.7,2,
新光,美利多倍,4.2,2025/10,美利多倍外幣利率變動型終身壽險（定期給付型）,4.2,2,
新光,美利多倍,4.2,2025/10,美利多倍外幣利率變動型終身壽險（定期給付型）,4.2,2,
新光,美添致富,3.75,2025/10,美添致富外幣利率變動型終身壽險（定期給付型）,3.75,2,
新光,美滿人生,4.2,2025/10,元大人壽美滿人生美元利率變動型增額終身壽險(F1),3.1,2,
新光,美滿人生,4.2,2025/10,台灣人壽新美滿人生美元利率變動型終身壽險,3.35,2,
新光,美滿人生,4.2,2025/10,台灣人壽美滿人生美元利率變動型終身壽險,3.35,2,
新光,美滿人生,4.2,2025/10,元大人壽美滿人生美元利率變動型增額終身壽險(F1),3.1,2,
新光,美滿人生,4.2,2025/10,台灣人壽新美滿人生美元利率變動型終身壽險,3.35,2,
新光,美滿人生,4.2,2025/10,台灣人壽美滿人生美元利率變動型終身壽險,3.35,2,
新光,美滿人生,4.2,2025/10,元大人壽美滿人生美元利率變動型增額終身壽險(F1),3.1,2,
新光,美滿人生,4.2,2025/10,台灣人壽新美滿人生美元利率變動型終身壽險,3.35,2,
新光,美滿人生,4.2,2025/10,台灣人壽美滿人生美元利率變動型終身壽險,3.35,2,
新光,美鑽傳家,4.2,2025/10,美鑽傳家外幣利率變動型終身壽險（定期給付型）,4.2,2,
新光,美鑽傳家,4.2,2025/10,美鑽傳家外幣利率變動型終身壽險（定期給付型）,4.2,2,
新光,鑫添傳家,2.55,2025/10,鑫添傳家利率變動型終身壽險（定期給付型）,2.55,2,
新光,增美年年,3.75,2025/10,增美年年外幣利率變動型終身還本保險,3.75,2,
新光,增美年年,3.75,2025/10,增美年年外幣利率變動型終身還本保險,3.75,2,
新光,美利享退,3.75,2025/10,中國人壽美利享退美元利率變動型終身保險－定期給付型,3.05,2,
新光,美利享退,3.75,2025/10,美利享退外幣利率變動型終身還本保險,3.75,2,
新光,豐利旺,-,,,,0,
新光,五利富足,-,,,,0,
新光,鑫新年年,2.6,2025/10,鑫新年年利率變動型終身還本保險,2.6,2,
新光,鑫新年年,2.6,2025/10,鑫新年年利率變動型終身還本保險,2.6,2,
遠雄,美滿雄福利2,2.75,,,,0,
遠雄,傳富萬豪,4.32,2025/10,遠雄人壽傳富萬豪美元利率變動型終身壽險(BH1),4.32,1,
遠雄,傳富萬豪,4.32,2025/10,遠雄人壽傳富萬豪美元利率變動型終身壽險(BH1),4.32,1,
遠雄,傳富萬寶龍,4.05,2025/10,遠雄人壽傳富萬寶龍美元利率變動型終身壽險(SY1),4.05,1,
遠雄,傳富萬寶龍,4.05,2025/10,遠雄人壽傳富萬寶龍美元利率變動型終身壽險(SY1),4.05,1,
遠雄,有利High即期年金,1.8,,,,0,
遠雄,美滿金享優,2.6,2025/10,遠雄人壽美滿金享優利率變動型增額終身壽險(WE1),2.6,1,
遠雄,美滿金享優,2.6,2025/10,遠雄人壽美滿金享優利率變動型增額終身壽險(WE1),2.6,1,
遠雄,美滿金享優,2.6,2025/10,遠雄人壽美滿金享優利率變動型增額終身壽險(WE1),2.6,1,
遠雄,美滿美利華,4.05,2025/10,遠雄人壽美滿美利華美元利率變動型增額終身壽險(ST1),4.05,1,
遠雄,美滿美利讚,4.1,2025/10,遠雄人壽美滿美利讚美元利率變動型增額終身壽險(BB1),4.1,1,
遠雄,美滿美利讚,4.1,2025/10,遠雄人壽美滿美利讚美元利率變動型增額終身壽險(BB1),4.1,1,
遠雄,美滿美利讚,4.1,2025/10,遠雄人壽美滿美利讚美元利率變動型增額終身壽險(BB1),4.1,1,
遠雄,美滿美添旺,4.05,2025/10,遠雄人壽美滿美添旺美元利率變動型增額終身壽險(SZ1),4.05,1,
遠雄,美滿超多旺2,4.32,,,,0,
遠雄,美滿雄GO利,2.7,2025/10,遠雄人壽美滿雄go利利率變動型增額終身壽險(WN1),2.7,1,
遠雄,美滿雄GO利,2.7,2025/10,遠雄人壽美滿雄go利２利率變動型增額終身壽險(WQ1),2.75,1,
遠雄,美滿雄GO利2,2.75,,,,0,
遠雄,美滿雄福利,2.6,2025/10,遠雄人壽美滿雄福利利率變動型增額終身壽險(WF1),2.6,1,
遠雄,美滿雄福利,2.6,2025/10,遠雄人壽美滿雄福利２利率變動型增額終身壽險(WR1),2.75,1,
遠雄,美滿雄福利,2.6,2025/10,遠雄人壽美滿雄福利利率變動型增額終身壽險(WF1),2.6,1,
遠雄,美滿雄福利,2.6,2025/10,遠雄人壽美滿雄福利２利率變動型增額終身壽險(WR1),2.75,1,
遠雄,美滿雄樂福,4.05,2025/10,遠雄人壽美滿雄樂福美元利率變動型增額終身壽險(SW1),4.05,1,
遠雄,美滿雄樂福,4.05,2025/10,遠雄人壽美滿雄樂福美元利率變動型增額終身壽險(SW1),4.05,1,
遠雄,美滿雄樂福,4.05,2025/10,遠雄人壽美滿雄樂福美元利率變動型增額終身壽險(SW1),4.05,1,
遠雄,美滿鑫美富,3.7,2025/10,遠雄人壽美滿鑫美富美元利率變動型增額終身壽險(SO1),3.7,1,
遠雄,美滿鑫美富,3.7,2025/10,遠雄人壽美滿鑫美富美元利率變動型增額終身壽險(SO1),3.7,1,
遠雄,美滿金永樂,2.4,2025/10,遠雄人壽美滿金永樂利率變動型增額終身壽險(WJ1),2.4,1,
遠雄,美滿金永樂,2.4,2025/10,遠雄人壽美滿金永樂利率變動型增額終身壽險(WJ1),2.4,1,
遠雄,美滿金永樂,2.4,2025/10,遠雄人壽美滿金永樂利率變動型增額終身壽險(WJ1),2.4,1,
遠雄,傳富百寶代,4.05,2025/10,遠雄人壽傳富百寶代美元利率變動型終身壽險(SS1),4.05,1,
遠雄,傳富百寶代,4.05,2025/10,遠雄人壽傳富百寶代美元利率變動型終身壽險(SS1),4.05,1,
遠雄,傳富美多多,4.05,2025/10,遠雄人壽傳富美多多美元利率變動型終身壽險(BA1),4.05,1,
遠雄,傳富美樂福,4.3,2025/10,遠雄人壽傳富美樂福美元利率變動型終身壽險(BJ1),4.3,1,
遠雄,傳富倍多紛,2.5,2025/10,遠雄人壽傳富倍多紛利率變動型終身壽險(WG1),2.5,1,
遠雄,傳富倍多紛,2.5,2025/10,遠雄人壽傳富倍多紛利率變動型終身壽險(WG1),2.5,1,
遠雄,傳富雄保倍,2.5,2025/10,遠雄人壽傳富雄保倍利率變動型終身壽險(WB1),2.5,1,
遠雄,傳富雄保倍,2.5,2025/10,遠雄人壽傳富雄保倍２利率變動型終身壽險(WO1),2.75,1,
遠雄,傳富雄保倍,2.5,2025/10,遠雄人壽傳富雄保倍利率變動型終身壽險(WB1),2.5,1,
遠雄,傳富雄保倍,2.5,2025/10,遠雄人壽傳富雄保倍２利率變動型終身壽險(WO1),2.75,1,
遠雄,傳富雄保倍2,2.75,,,,0,
遠雄,傳富雄保倍2,2.75,,,,0,
遠雄,傳富萬客隆,4.1,2025/10,遠雄人壽傳富萬客隆美元利率變動型終身壽險(BD1),4.1,1,
遠雄,傳富萬客隆,4.1,2025/10,遠雄人壽傳富萬客隆２美元利率變動型終身壽險(BP1),4.32,1,
遠雄,傳富萬客隆,4.1,2025/10,遠雄人壽傳富萬客隆美元利率變動型終身壽險(BD1),4.1,1,
遠雄,傳富萬客隆,4.1,2025/10,遠雄人壽傳富萬客隆２美元利率變動型終身壽險(BP1),4.32,1,
遠雄,傳富聚匯,4.05,2025/10,遠雄人壽傳富聚匯美元利率變動型終身壽險(SP1),4.05,1,
遠雄,傳富聚匯,4.05,2025/10,遠雄人壽傳富聚匯美元利率變動型終身壽險(SP1),4.05,1,
遠雄,傳富聚匯,4.05,2025/10,遠雄人壽傳富聚匯美元利率變動型終身壽險(SP1),4.05,1,
遠雄,傳富聚鑫,2.5,2025/10,遠雄人壽傳富聚鑫利率變動型終身壽險(WH1),2.5,1,
遠雄,傳富聚鑫,2.5,2025/10,遠雄人壽傳富聚鑫利率變動型終身壽險(WH1),2.5,1,
遠雄,傳富聚鑫,2.5,2025/10,遠雄人壽傳富聚鑫利率變動型終身壽險(WH1),2.5,1,
遠雄,傳富聚鑫,2.5,2025/10,遠雄人壽傳富聚鑫利率變動型終身壽險(WH1),2.5,1,
遠雄,富貴喜多利,2.5,2025/10,遠雄人壽富貴喜多利利率變動型終身還本保險(WM1),2.5,1,
遠雄,富貴喜多利,2.5,2025/10,遠雄人壽富貴喜多利利率變動型終身還本保險(WM1),2.5,1,
遠雄,富貴喜相逢,2.5,2025/10,遠雄人壽富貴喜相逢利率變動型終身還本保險(WI1),2.5,1,
遠雄,富貴喜相逢,2.5,2025/10,遠雄人壽富貴喜相逢利率變動型終身還本保險(WI1),2.5,1,
遠雄,富貴喜相逢,2.5,2025/10,遠雄人壽富貴喜相逢利率變動型終身還本保險(WI1),2.5,1,
遠雄,富貴鑽美利,3.85,2025/10,遠雄人壽富貴鑽美利美元利率變動型終身還本保險(SX1),3.85,1,
遠雄,富貴鑽美利,3.85,2025/10,遠雄人壽富貴鑽美利美元利率變動型終身還本保險(SX1),3.85,1,
遠雄,美滿美利固,-,,,,0,
